ZENITH(DEG),AZIMUTH(DEG),VERT(dBi),HORI(dBi),TOTAL(dBi)
62.0,342.0,-11.27,8.05,8.10
63.0,342.0,-11.51,8.21,8.26
64.0,342.0,-11.78,8.34,8.38
65.0,342.0,-12.10,8.43,8.47
66.0,342.0,-12.47,8.49,8.53
67.0,342.0,-12.88,8.52,8.55
68.0,342.0,-13.34,8.51,8.54
69.0,342.0,-13.85,8.47,8.50
70.0,342.0,-14.40,8.39,8.42
71.0,342.0,-15.01,8.28,8.30
72.0,342.0,-15.65,8.12,8.14
73.0,342.0,-16.35,7.92,7.93
74.0,342.0,-17.08,7.67,7.68
75.0,342.0,-17.85,7.37,7.39
76.0,342.0,-18.65,7.02,7.03
77.0,342.0,-19.46,6.61,6.62
78.0,342.0,-20.28,6.13,6.14
79.0,342.0,-21.10,5.57,5.58
80.0,342.0,-21.90,4.93,4.94
81.0,342.0,-22.69,4.18,4.19
82.0,342.0,-23.48,3.31,3.32
83.0,342.0,-24.30,2.29,2.30
84.0,342.0,-25.19,1.07,1.08
85.0,342.0,-26.24,-0.40,-0.39
86.0,342.0,-27.57,-2.25,-2.23
87.0,342.0,-29.39,-4.67,-4.65
88.0,342.0,-32.17,-8.13,-8.11
89.0,342.0,-37.40,-14.10,-14.08
0.0,343.0,-7.52,2.78,3.16
1.0,343.0,-7.52,2.77,3.16
2.0,343.0,-7.54,2.76,3.15
3.0,343.0,-7.58,2.73,3.12
4.0,343.0,-7.62,2.70,3.09
5.0,343.0,-7.68,2.66,3.04
6.0,343.0,-7.76,2.60,2.99
7.0,343.0,-7.85,2.54,2.92
8.0,343.0,-7.95,2.46,2.84
9.0,343.0,-8.07,2.38,2.75
10.0,343.0,-8.21,2.28,2.65
11.0,343.0,-8.36,2.16,2.53
12.0,343.0,-8.53,2.03,2.40
13.0,343.0,-8.72,1.89,2.25
14.0,343.0,-8.93,1.73,2.09
15.0,343.0,-9.16,1.55,1.91
16.0,343.0,-9.41,1.35,1.70
17.0,343.0,-9.69,1.13,1.48
18.0,343.0,-9.99,0.89,1.23
19.0,343.0,-10.32,0.62,0.96
20.0,343.0,-10.68,0.32,0.66
21.0,343.0,-11.06,-0.01,0.32
22.0,343.0,-11.49,-0.37,-0.05
23.0,343.0,-11.95,-0.78,-0.46
24.0,343.0,-12.44,-1.23,-0.91
25.0,343.0,-12.98,-1.73,-1.42
26.0,343.0,-13.57,-2.29,-1.98
27.0,343.0,-14.20,-2.91,-2.60
28.0,343.0,-14.88,-3.61,-3.30
29.0,343.0,-15.61,-4.40,-4.08
30.0,343.0,-16.38,-5.28,-4.95
31.0,343.0,-17.17,-6.25,-5.92
32.0,343.0,-17.97,-7.32,-6.96
33.0,343.0,-18.71,-8.43,-8.04
34.0,343.0,-19.34,-9.46,-9.04
35.0,343.0,-19.77,-10.19,-9.74
36.0,343.0,-19.91,-10.33,-9.88
37.0,343.0,-19.76,-9.76,-9.34
38.0,343.0,-19.34,-8.64,-8.29
39.0,343.0,-18.72,-7.28,-6.98
40.0,343.0,-18.01,-5.88,-5.63
41.0,343.0,-17.26,-4.54,-4.32
42.0,343.0,-16.51,-3.30,-3.10
43.0,343.0,-15.80,-2.16,-1.97
44.0,343.0,-15.14,-1.11,-0.94
45.0,343.0,-14.53,-0.15,0.01
46.0,343.0,-13.98,0.73,0.87
47.0,343.0,-13.48,1.54,1.67
48.0,343.0,-13.04,2.28,2.41
49.0,343.0,-12.65,2.97,3.09
50.0,343.0,-12.31,3.61,3.72
51.0,343.0,-12.01,4.19,4.30
52.0,343.0,-11.77,4.73,4.83
53.0,343.0,-11.57,5.23,5.32
54.0,343.0,-11.42,5.69,5.78
55.0,343.0,-11.31,6.12,6.20
56.0,343.0,-11.24,6.50,6.58
57.0,343.0,-11.22,6.86,6.92
58.0,343.0,-11.23,7.17,7.24
59.0,343.0,-11.29,7.46,7.52
60.0,343.0,-11.40,7.71,7.77
61.0,343.0,-11.54,7.94,7.98
62.0,343.0,-11.73,8.13,8.17
63.0,343.0,-11.96,8.28,8.33
64.0,343.0,-12.23,8.41,8.45
65.0,343.0,-12.55,8.51,8.54
66.0,343.0,-12.92,8.57,8.60
67.0,343.0,-13.33,8.60,8.62
68.0,343.0,-13.79,8.59,8.62
69.0,343.0,-14.30,8.55,8.57
70.0,343.0,-14.85,8.47,8.49
71.0,343.0,-15.45,8.35,8.37
72.0,343.0,-16.10,8.20,8.21
73.0,343.0,-16.80,8.00,8.01
74.0,343.0,-17.53,7.75,7.76
75.0,343.0,-18.30,7.45,7.46
76.0,343.0,-19.09,7.10,7.11
77.0,343.0,-19.91,6.69,6.70
78.0,343.0,-20.73,6.21,6.22
79.0,343.0,-21.54,5.65,5.66
80.0,343.0,-22.35,5.01,5.02
81.0,343.0,-23.14,4.26,4.27
82.0,343.0,-23.93,3.39,3.40
83.0,343.0,-24.75,2.37,2.38
84.0,343.0,-25.64,1.15,1.16
85.0,343.0,-26.69,-0.32,-0.31
86.0,343.0,-28.01,-2.17,-2.16
87.0,343.0,-29.83,-4.59,-4.57
88.0,343.0,-32.62,-8.05,-8.03
89.0,343.0,-37.85,-14.02,-14.00
0.0,344.0,-8.03,2.82,3.16
1.0,344.0,-8.04,2.82,3.16
2.0,344.0,-8.06,2.80,3.15
3.0,344.0,-8.09,2.78,3.12
4.0,344.0,-8.14,2.75,3.09
5.0,344.0,-8.20,2.70,3.04
6.0,344.0,-8.27,2.65,2.99
7.0,344.0,-8.36,2.58,2.92
8.0,344.0,-8.46,2.51,2.84
9.0,344.0,-8.58,2.42,2.75
10.0,344.0,-8.72,2.32,2.65
11.0,344.0,-8.87,2.21,2.53
12.0,344.0,-9.04,2.08,2.40
13.0,344.0,-9.23,1.94,2.26
14.0,344.0,-9.44,1.78,2.09
15.0,344.0,-9.67,1.60,1.91
16.0,344.0,-9.92,1.40,1.71
17.0,344.0,-10.20,1.18,1.49
18.0,344.0,-10.50,0.94,1.24
19.0,344.0,-10.83,0.67,0.97
20.0,344.0,-11.18,0.37,0.67
21.0,344.0,-11.57,0.04,0.33
22.0,344.0,-11.99,-0.32,-0.04
23.0,344.0,-12.45,-0.73,-0.44
24.0,344.0,-12.95,-1.18,-0.90
25.0,344.0,-13.49,-1.68,-1.40
26.0,344.0,-14.08,-2.24,-1.96
27.0,344.0,-14.71,-2.86,-2.59
28.0,344.0,-15.39,-3.56,-3.29
29.0,344.0,-16.12,-4.35,-4.07
30.0,344.0,-16.88,-5.22,-4.94
31.0,344.0,-17.68,-6.20,-5.90
32.0,344.0,-18.47,-7.26,-6.95
33.0,344.0,-19.21,-8.37,-8.03
34.0,344.0,-19.84,-9.40,-9.03
35.0,344.0,-20.27,-10.14,-9.74
36.0,344.0,-20.42,-10.28,-9.88
37.0,344.0,-20.26,-9.70,-9.34
38.0,344.0,-19.84,-8.59,-8.27
39.0,344.0,-19.22,-7.23,-6.96
40.0,344.0,-18.51,-5.83,-5.60
41.0,344.0,-17.75,-4.49,-4.29
42.0,344.0,-17.01,-3.24,-3.06
43.0,344.0,-16.30,-2.10,-1.93
44.0,344.0,-15.63,-1.05,-0.90
45.0,344.0,-15.02,-0.09,0.05
46.0,344.0,-14.47,0.79,0.92
47.0,344.0,-13.97,1.60,1.72
48.0,344.0,-13.53,2.35,2.46
49.0,344.0,-13.14,3.03,3.14
50.0,344.0,-12.80,3.67,3.77
51.0,344.0,-12.51,4.26,4.35
52.0,344.0,-12.26,4.80,4.88
53.0,344.0,-12.06,5.30,5.38
54.0,344.0,-11.91,5.76,5.83
55.0,344.0,-11.80,6.18,6.25
56.0,344.0,-11.73,6.57,6.63
57.0,344.0,-11.71,6.92,6.98
58.0,344.0,-11.72,7.24,7.30
59.0,344.0,-11.78,7.53,7.58
60.0,344.0,-11.88,7.78,7.83
61.0,344.0,-12.03,8.01,8.05
62.0,344.0,-12.21,8.20,8.24
63.0,344.0,-12.44,8.35,8.39
64.0,344.0,-12.72,8.48,8.51
65.0,344.0,-13.04,8.58,8.61
66.0,344.0,-13.40,8.64,8.67
67.0,344.0,-13.82,8.67,8.69
68.0,344.0,-14.27,8.66,8.68
69.0,344.0,-14.78,8.62,8.64
70.0,344.0,-15.33,8.54,8.56
71.0,344.0,-15.94,8.43,8.44
72.0,344.0,-16.59,8.27,8.28
73.0,344.0,-17.28,8.07,8.08
74.0,344.0,-18.01,7.82,7.83
75.0,344.0,-18.78,7.52,7.53
76.0,344.0,-19.57,7.17,7.18
77.0,344.0,-20.39,6.76,6.77
78.0,344.0,-21.21,6.28,6.29
79.0,344.0,-22.02,5.73,5.73
80.0,344.0,-22.82,5.08,5.09
81.0,344.0,-23.62,4.34,4.34
82.0,344.0,-24.41,3.47,3.47
83.0,344.0,-25.22,2.45,2.45
84.0,344.0,-26.12,1.23,1.24
85.0,344.0,-27.17,-0.25,-0.24
86.0,344.0,-28.49,-2.09,-2.08
87.0,344.0,-30.31,-4.51,-4.50
88.0,344.0,-33.10,-7.97,-7.96
89.0,344.0,-38.33,-13.94,-13.93
0.0,345.0,-8.58,2.86,3.16
1.0,345.0,-8.58,2.86,3.16
2.0,345.0,-8.60,2.84,3.15
3.0,345.0,-8.64,2.82,3.12
4.0,345.0,-8.68,2.79,3.09
5.0,345.0,-8.74,2.74,3.04
6.0,345.0,-8.82,2.69,2.99
7.0,345.0,-8.91,2.63,2.92
8.0,345.0,-9.01,2.55,2.84
9.0,345.0,-9.13,2.46,2.75
10.0,345.0,-9.27,2.36,2.65
11.0,345.0,-9.42,2.25,2.54
12.0,345.0,-9.59,2.12,2.41
13.0,345.0,-9.78,1.98,2.26
14.0,345.0,-9.99,1.82,2.10
15.0,345.0,-10.22,1.64,1.92
16.0,345.0,-10.47,1.45,1.72
17.0,345.0,-10.74,1.23,1.49
18.0,345.0,-11.04,0.98,1.25
19.0,345.0,-11.37,0.72,0.98
20.0,345.0,-11.73,0.42,0.68
21.0,345.0,-12.11,0.09,0.34
22.0,345.0,-12.54,-0.27,-0.02
23.0,345.0,-12.99,-0.68,-0.43
24.0,345.0,-13.49,-1.13,-0.88
25.0,345.0,-14.03,-1.63,-1.39
26.0,345.0,-14.62,-2.19,-1.95
27.0,345.0,-15.25,-2.81,-2.57
28.0,345.0,-15.93,-3.51,-3.27
29.0,345.0,-16.65,-4.30,-4.05
30.0,345.0,-17.42,-5.17,-4.92
31.0,345.0,-18.21,-6.15,-5.89
32.0,345.0,-19.01,-7.21,-6.93
33.0,345.0,-19.75,-8.32,-8.02
34.0,345.0,-20.38,-9.35,-9.02
35.0,345.0,-20.80,-10.08,-9.73
36.0,345.0,-20.95,-10.23,-9.87
37.0,345.0,-20.79,-9.65,-9.33
38.0,345.0,-20.37,-8.53,-8.26
39.0,345.0,-19.76,-7.17,-6.94
40.0,345.0,-19.04,-5.77,-5.57
41.0,345.0,-18.29,-4.43,-4.26
42.0,345.0,-17.54,-3.18,-3.03
43.0,345.0,-16.83,-2.04,-1.90
44.0,345.0,-16.17,-0.99,-0.86
45.0,345.0,-15.56,-0.03,0.09
46.0,345.0,-15.00,0.85,0.96
47.0,345.0,-14.50,1.66,1.76
48.0,345.0,-14.06,2.40,2.50
49.0,345.0,-13.67,3.09,3.18
50.0,345.0,-13.33,3.73,3.81
51.0,345.0,-13.03,4.32,4.40
52.0,345.0,-12.79,4.86,4.93
53.0,345.0,-12.59,5.36,5.43
54.0,345.0,-12.44,5.82,5.89
55.0,345.0,-12.32,6.25,6.31
56.0,345.0,-12.26,6.63,6.69
57.0,345.0,-12.23,6.99,7.04
58.0,345.0,-12.25,7.31,7.35
59.0,345.0,-12.31,7.59,7.64
60.0,345.0,-12.41,7.85,7.89
61.0,345.0,-12.55,8.07,8.11
62.0,345.0,-12.74,8.26,8.30
63.0,345.0,-12.97,8.42,8.45
64.0,345.0,-13.24,8.55,8.58
65.0,345.0,-13.56,8.64,8.67
66.0,345.0,-13.92,8.71,8.73
67.0,345.0,-14.34,8.74,8.76
68.0,345.0,-14.79,8.73,8.75
69.0,345.0,-15.30,8.69,8.71
70.0,345.0,-15.85,8.61,8.63
71.0,345.0,-16.46,8.50,8.51
72.0,345.0,-17.10,8.34,8.35
73.0,345.0,-17.80,8.14,8.15
74.0,345.0,-18.53,7.89,7.90
75.0,345.0,-19.30,7.59,7.60
76.0,345.0,-20.09,7.24,7.25
77.0,345.0,-20.90,6.83,6.84
78.0,345.0,-21.72,6.35,6.36
79.0,345.0,-22.54,5.80,5.80
80.0,345.0,-23.34,5.15,5.16
81.0,345.0,-24.13,4.41,4.41
82.0,345.0,-24.92,3.54,3.54
83.0,345.0,-25.74,2.52,2.52
84.0,345.0,-26.64,1.30,1.31
85.0,345.0,-27.68,-0.17,-0.17
86.0,345.0,-29.01,-2.02,-2.01
87.0,345.0,-30.83,-4.44,-4.43
88.0,345.0,-33.61,-7.90,-7.89
89.0,345.0,-38.84,-13.87,-13.86
0.0,346.0,-9.16,2.90,3.16
1.0,346.0,-9.17,2.90,3.16
2.0,346.0,-9.19,2.88,3.15
3.0,346.0,-9.22,2.86,3.12
4.0,346.0,-9.27,2.83,3.09
5.0,346.0,-9.33,2.78,3.04
6.0,346.0,-9.40,2.73,2.99
7.0,346.0,-9.49,2.67,2.92
8.0,346.0,-9.60,2.59,2.85
9.0,346.0,-9.72,2.50,2.76
10.0,346.0,-9.85,2.40,2.66
11.0,346.0,-10.00,2.29,2.54
12.0,346.0,-10.17,2.16,2.41
13.0,346.0,-10.36,2.02,2.26
14.0,346.0,-10.57,1.86,2.10
15.0,346.0,-10.80,1.68,1.92
16.0,346.0,-11.05,1.49,1.72
17.0,346.0,-11.33,1.27,1.50
18.0,346.0,-11.63,1.03,1.26
19.0,346.0,-11.95,0.76,0.98
20.0,346.0,-12.31,0.46,0.69
21.0,346.0,-12.70,0.13,0.35
22.0,346.0,-13.12,-0.23,-0.01
23.0,346.0,-13.58,-0.64,-0.42
24.0,346.0,-14.07,-1.09,-0.87
25.0,346.0,-14.61,-1.59,-1.37
26.0,346.0,-15.20,-2.14,-1.93
27.0,346.0,-15.83,-2.77,-2.56
28.0,346.0,-16.51,-3.47,-3.26
29.0,346.0,-17.23,-4.25,-4.04
30.0,346.0,-18.00,-5.13,-4.91
31.0,346.0,-18.79,-6.10,-5.87
32.0,346.0,-19.58,-7.16,-6.92
33.0,346.0,-20.33,-8.27,-8.01
34.0,346.0,-20.96,-9.30,-9.02
35.0,346.0,-21.38,-10.04,-9.73
36.0,346.0,-21.53,-10.18,-9.87
37.0,346.0,-21.37,-9.60,-9.32
38.0,346.0,-20.95,-8.48,-8.24
39.0,346.0,-20.33,-7.12,-6.92
40.0,346.0,-19.62,-5.72,-5.55
41.0,346.0,-18.86,-4.38,-4.23
42.0,346.0,-18.11,-3.13,-3.00
43.0,346.0,-17.40,-1.99,-1.87
44.0,346.0,-16.74,-0.94,-0.83
45.0,346.0,-16.13,0.02,0.12
46.0,346.0,-15.57,0.90,1.00
47.0,346.0,-15.07,1.71,1.80
48.0,346.0,-14.63,2.46,2.54
49.0,346.0,-14.24,3.15,3.23
50.0,346.0,-13.90,3.79,3.86
51.0,346.0,-13.60,4.37,4.44
52.0,346.0,-13.36,4.92,4.98
53.0,346.0,-13.16,5.42,5.48
54.0,346.0,-13.00,5.88,5.94
55.0,346.0,-12.89,6.30,6.36
56.0,346.0,-12.82,6.69,6.74
57.0,346.0,-12.80,7.05,7.09
58.0,346.0,-12.81,7.37,7.41
59.0,346.0,-12.87,7.65,7.69
60.0,346.0,-12.97,7.91,7.94
61.0,346.0,-13.11,8.13,8.16
62.0,346.0,-13.30,8.32,8.35
63.0,346.0,-13.53,8.48,8.51
64.0,346.0,-13.80,8.61,8.63
65.0,346.0,-14.12,8.71,8.73
66.0,346.0,-14.49,8.77,8.79
67.0,346.0,-14.90,8.80,8.82
68.0,346.0,-15.35,8.79,8.81
69.0,346.0,-15.86,8.75,8.77
70.0,346.0,-16.41,8.68,8.69
71.0,346.0,-17.02,8.56,8.57
72.0,346.0,-17.66,8.40,8.41
73.0,346.0,-18.35,8.20,8.21
74.0,346.0,-19.09,7.96,7.96
75.0,346.0,-19.85,7.66,7.67
76.0,346.0,-20.65,7.31,7.31
77.0,346.0,-21.46,6.90,6.90
78.0,346.0,-22.28,6.42,6.42
79.0,346.0,-23.10,5.86,5.87
80.0,346.0,-23.90,5.22,5.22
81.0,346.0,-24.69,4.47,4.48
82.0,346.0,-25.48,3.60,3.61
83.0,346.0,-26.30,2.58,2.59
84.0,346.0,-27.19,1.37,1.37
85.0,346.0,-28.24,-0.11,-0.10
86.0,346.0,-29.57,-1.95,-1.95
87.0,346.0,-31.39,-4.37,-4.37
88.0,346.0,-34.17,-7.83,-7.82
89.0,346.0,-39.40,-13.81,-13.79
0.0,347.0,-9.79,2.94,3.16
1.0,347.0,-9.80,2.93,3.16
2.0,347.0,-9.82,2.92,3.15
3.0,347.0,-9.85,2.90,3.12
4.0,347.0,-9.90,2.86,3.09
5.0,347.0,-9.96,2.82,3.04
6.0,347.0,-10.03,2.77,2.99
7.0,347.0,-10.12,2.70,2.92
8.0,347.0,-10.23,2.63,2.85
9.0,347.0,-10.35,2.54,2.76
10.0,347.0,-10.48,2.44,2.66
11.0,347.0,-10.63,2.33,2.54
12.0,347.0,-10.80,2.20,2.41
13.0,347.0,-10.99,2.06,2.27
14.0,347.0,-11.20,1.90,2.11
15.0,347.0,-11.43,1.72,1.93
16.0,347.0,-11.68,1.53,1.73
17.0,347.0,-11.95,1.31,1.51
18.0,347.0,-12.25,1.07,1.26
19.0,347.0,-12.58,0.80,0.99
20.0,347.0,-12.94,0.50,0.69
21.0,347.0,-13.32,0.17,0.36
22.0,347.0,-13.75,-0.19,-0.00
23.0,347.0,-14.20,-0.60,-0.41
24.0,347.0,-14.70,-1.04,-0.86
25.0,347.0,-15.24,-1.54,-1.36
26.0,347.0,-15.82,-2.10,-1.92
27.0,347.0,-16.45,-2.73,-2.55
28.0,347.0,-17.13,-3.42,-3.24
29.0,347.0,-17.86,-4.21,-4.02
30.0,347.0,-18.62,-5.08,-4.90
31.0,347.0,-19.42,-6.06,-5.86
32.0,347.0,-20.21,-7.12,-6.91
33.0,347.0,-20.95,-8.23,-8.00
34.0,347.0,-21.58,-9.26,-9.01
35.0,347.0,-22.00,-9.99,-9.73
36.0,347.0,-22.15,-10.13,-9.87
37.0,347.0,-21.99,-9.55,-9.31
38.0,347.0,-21.57,-8.44,-8.23
39.0,347.0,-20.95,-7.08,-6.90
40.0,347.0,-20.24,-5.67,-5.52
41.0,347.0,-19.48,-4.33,-4.20
42.0,347.0,-18.73,-3.09,-2.97
43.0,347.0,-18.02,-1.94,-1.83
44.0,347.0,-17.36,-0.89,-0.79
45.0,347.0,-16.75,0.07,0.16
46.0,347.0,-16.19,0.95,1.04
47.0,347.0,-15.69,1.76,1.84
48.0,347.0,-15.25,2.51,2.58
49.0,347.0,-14.85,3.20,3.27
50.0,347.0,-14.51,3.84,3.90
51.0,347.0,-14.22,4.43,4.48
52.0,347.0,-13.97,4.97,5.02
53.0,347.0,-13.77,5.47,5.52
54.0,347.0,-13.62,5.93,5.98
55.0,347.0,-13.50,6.36,6.40
56.0,347.0,-13.44,6.75,6.79
57.0,347.0,-13.41,7.10,7.14
58.0,347.0,-13.42,7.42,7.46
59.0,347.0,-13.48,7.71,7.74
60.0,347.0,-13.58,7.96,7.99
61.0,347.0,-13.72,8.19,8.21
62.0,347.0,-13.91,8.38,8.40
63.0,347.0,-14.14,8.54,8.56
64.0,347.0,-14.41,8.67,8.69
65.0,347.0,-14.73,8.76,8.78
66.0,347.0,-15.09,8.83,8.84
67.0,347.0,-15.50,8.86,8.87
68.0,347.0,-15.96,8.85,8.87
69.0,347.0,-16.47,8.81,8.82
70.0,347.0,-17.02,8.73,8.75
71.0,347.0,-17.62,8.62,8.63
72.0,347.0,-18.27,8.46,8.47
73.0,347.0,-18.96,8.26,8.27
74.0,347.0,-19.69,8.02,8.02
75.0,347.0,-20.46,7.72,7.73
76.0,347.0,-21.25,7.37,7.37
77.0,347.0,-22.07,6.96,6.96
78.0,347.0,-22.89,6.48,6.48
79.0,347.0,-23.70,5.92,5.93
80.0,347.0,-24.50,5.28,5.28
81.0,347.0,-25.29,4.53,4.54
82.0,347.0,-26.08,3.67,3.67
83.0,347.0,-26.90,2.64,2.65
84.0,347.0,-27.80,1.43,1.43
85.0,347.0,-28.85,-0.05,-0.04
86.0,347.0,-30.17,-1.89,-1.89
87.0,347.0,-31.99,-4.31,-4.31
88.0,347.0,-34.77,-7.77,-7.76
89.0,347.0,-40.00,-13.74,-13.73
0.0,348.0,-10.48,2.97,3.16
1.0,348.0,-10.48,2.97,3.16
2.0,348.0,-10.50,2.95,3.15
3.0,348.0,-10.54,2.93,3.12
4.0,348.0,-10.58,2.90,3.09
5.0,348.0,-10.64,2.85,3.04
6.0,348.0,-10.72,2.80,2.99
7.0,348.0,-10.81,2.74,2.93
8.0,348.0,-10.91,2.66,2.85
9.0,348.0,-11.03,2.58,2.76
10.0,348.0,-11.17,2.48,2.66
11.0,348.0,-11.32,2.36,2.55
12.0,348.0,-11.49,2.24,2.42
13.0,348.0,-11.68,2.09,2.27
14.0,348.0,-11.88,1.93,2.11
15.0,348.0,-12.11,1.76,1.93
16.0,348.0,-12.36,1.56,1.73
17.0,348.0,-12.64,1.34,1.51
18.0,348.0,-12.94,1.10,1.27
19.0,348.0,-13.26,0.83,1.00
20.0,348.0,-13.62,0.54,0.70
21.0,348.0,-14.01,0.21,0.37
22.0,348.0,-14.43,-0.15,0.01
23.0,348.0,-14.88,-0.56,-0.40
24.0,348.0,-15.38,-1.01,-0.85
25.0,348.0,-15.92,-1.51,-1.35
26.0,348.0,-16.50,-2.06,-1.91
27.0,348.0,-17.13,-2.69,-2.53
28.0,348.0,-17.81,-3.38,-3.23
29.0,348.0,-18.54,-4.17,-4.01
30.0,348.0,-19.30,-5.04,-4.88
31.0,348.0,-20.09,-6.02,-5.85
32.0,348.0,-20.88,-7.08,-6.90
33.0,348.0,-21.63,-8.18,-7.99
34.0,348.0,-22.25,-9.22,-9.01
35.0,348.0,-22.68,-9.95,-9.72
36.0,348.0,-22.82,-10.09,-9.86
37.0,348.0,-22.67,-9.51,-9.31
38.0,348.0,-22.24,-8.39,-8.22
39.0,348.0,-21.63,-7.03,-6.88
40.0,348.0,-20.91,-5.63,-5.50
41.0,348.0,-20.15,-4.29,-4.18
42.0,348.0,-19.41,-3.04,-2.94
43.0,348.0,-18.69,-1.89,-1.80
44.0,348.0,-18.03,-0.85,-0.76
45.0,348.0,-17.42,0.12,0.19
46.0,348.0,-16.86,1.00,1.07
47.0,348.0,-16.36,1.81,1.88
48.0,348.0,-15.92,2.56,2.62
49.0,348.0,-15.52,3.25,3.30
50.0,348.0,-15.18,3.89,3.94
51.0,348.0,-14.89,4.47,4.52
52.0,348.0,-14.64,5.02,5.06
53.0,348.0,-14.44,5.52,5.56
54.0,348.0,-14.28,5.98,6.02
55.0,348.0,-14.17,6.41,6.45
56.0,348.0,-14.10,6.80,6.83
57.0,348.0,-14.07,7.15,7.18
58.0,348.0,-14.09,7.47,7.50
59.0,348.0,-14.15,7.76,7.79
60.0,348.0,-14.25,8.01,8.04
61.0,348.0,-14.39,8.24,8.26
62.0,348.0,-14.57,8.43,8.45
63.0,348.0,-14.80,8.59,8.61
64.0,348.0,-15.08,8.72,8.74
65.0,348.0,-15.39,8.82,8.83
66.0,348.0,-15.76,8.88,8.89
67.0,348.0,-16.17,8.91,8.92
68.0,348.0,-16.62,8.91,8.92
69.0,348.0,-17.13,8.87,8.88
70.0,348.0,-17.68,8.79,8.80
71.0,348.0,-18.28,8.67,8.68
72.0,348.0,-18.93,8.52,8.53
73.0,348.0,-19.62,8.32,8.32
74.0,348.0,-20.35,8.07,8.08
75.0,348.0,-21.12,7.78,7.78
76.0,348.0,-21.91,7.42,7.43
77.0,348.0,-22.73,7.01,7.02
78.0,348.0,-23.55,6.53,6.54
79.0,348.0,-24.36,5.98,5.98
80.0,348.0,-25.16,5.34,5.34
81.0,348.0,-25.95,4.59,4.59
82.0,348.0,-26.74,3.72,3.73
83.0,348.0,-27.56,2.70,2.71
84.0,348.0,-28.46,1.49,1.49
85.0,348.0,-29.50,0.01,0.02
86.0,348.0,-30.83,-1.83,-1.83
87.0,348.0,-32.65,-4.26,-4.25
88.0,348.0,-35.43,-7.71,-7.71
89.0,348.0,-40.66,-13.69,-13.68
0.0,349.0,-11.22,3.00,3.16
1.0,349.0,-11.23,3.00,3.16
2.0,349.0,-11.25,2.98,3.15
3.0,349.0,-11.28,2.96,3.12
4.0,349.0,-11.33,2.93,3.09
5.0,349.0,-11.39,2.89,3.04
6.0,349.0,-11.46,2.83,2.99
7.0,349.0,-11.55,2.77,2.93
8.0,349.0,-11.66,2.69,2.85
9.0,349.0,-11.78,2.61,2.76
10.0,349.0,-11.91,2.51,2.66
11.0,349.0,-12.06,2.39,2.55
12.0,349.0,-12.23,2.27,2.42
13.0,349.0,-12.42,2.13,2.28
14.0,349.0,-12.63,1.97,2.12
15.0,349.0,-12.86,1.79,1.94
16.0,349.0,-13.11,1.59,1.74
17.0,349.0,-13.38,1.38,1.52
18.0,349.0,-13.68,1.13,1.28
19.0,349.0,-14.01,0.87,1.01
20.0,349.0,-14.36,0.57,0.71
21.0,349.0,-14.75,0.24,0.38
22.0,349.0,-15.17,-0.12,0.01
23.0,349.0,-15.62,-0.52,-0.39
24.0,349.0,-16.12,-0.97,-0.84
25.0,349.0,-16.66,-1.47,-1.34
26.0,349.0,-17.24,-2.03,-1.90
27.0,349.0,-17.87,-2.65,-2.52
28.0,349.0,-18.55,-3.35,-3.22
29.0,349.0,-19.28,-4.13,-4.00
30.0,349.0,-20.04,-5.01,-4.87
31.0,349.0,-20.83,-5.98,-5.84
32.0,349.0,-21.62,-7.04,-6.89
33.0,349.0,-22.37,-8.15,-7.98
34.0,349.0,-22.99,-9.18,-9.00
35.0,349.0,-23.41,-9.91,-9.72
36.0,349.0,-23.56,-10.05,-9.86
37.0,349.0,-23.40,-9.47,-9.30
38.0,349.0,-22.98,-8.36,-8.21
39.0,349.0,-22.36,-6.99,-6.87
40.0,349.0,-21.65,-5.59,-5.48
41.0,349.0,-20.89,-4.25,-4.15
42.0,349.0,-20.14,-3.00,-2.92
43.0,349.0,-19.43,-1.85,-1.78
44.0,349.0,-18.76,-0.80,-0.73
45.0,349.0,-18.15,0.16,0.22
46.0,349.0,-17.60,1.04,1.10
47.0,349.0,-17.09,1.85,1.91
48.0,349.0,-16.65,2.60,2.65
49.0,349.0,-16.26,3.29,3.34
50.0,349.0,-15.91,3.93,3.97
51.0,349.0,-15.62,4.52,4.56
52.0,349.0,-15.37,5.06,5.10
53.0,349.0,-15.17,5.57,5.60
54.0,349.0,-15.01,6.03,6.06
55.0,349.0,-14.90,6.45,6.49
56.0,349.0,-14.83,6.84,6.87
57.0,349.0,-14.80,7.20,7.22
58.0,349.0,-14.82,7.52,7.54
59.0,349.0,-14.88,7.81,7.83
60.0,349.0,-14.97,8.06,8.08
61.0,349.0,-15.12,8.29,8.31
62.0,349.0,-15.30,8.48,8.50
63.0,349.0,-15.53,8.64,8.66
64.0,349.0,-15.80,8.77,8.78
65.0,349.0,-16.12,8.87,8.88
66.0,349.0,-16.48,8.93,8.94
67.0,349.0,-16.89,8.96,8.97
68.0,349.0,-17.35,8.96,8.97
69.0,349.0,-17.85,8.92,8.93
70.0,349.0,-18.41,8.84,8.85
71.0,349.0,-19.01,8.72,8.73
72.0,349.0,-19.65,8.57,8.58
73.0,349.0,-20.34,8.37,8.37
74.0,349.0,-21.08,8.12,8.13
75.0,349.0,-21.84,7.83,7.83
76.0,349.0,-22.64,7.48,7.48
